id,usaf,wban,stname,ctry,fips,state,call,lat,lon,elev,count,max,min,obs
107080-99999,107080,99999,SAARBRUCKEN/ENSHEIM,DL,GM,,EDDR,49.217,7.117,322.0,37,2008,1959,11734
107120-99999,107120,99999,SEMBACH (USAFB),DL,GM,,ETAS,49.5,7.867,321.0,39,2004,1953,11977
107140-99999,107140,99999,ZWEIBRUECKEN,DL,GM,,,49.217,7.4,353.0,36,1991,1954,12184
107170-99999,107170,99999,PIRMASENS (USA-HP),DL,GM,,,49.217,7.617,415.0,5,1992,1988,827
107220-99999,107220,99999,KARLSRUHE/BADEN-BAD,DL,GM,,,48.783,8.083,135.0,21,1993,1973,7256
107230-99999,107230,99999,NEUSTADT/WEINSTR.,DL,GM,,,49.367,8.133,163.0,11,1983,1973,3601
107240-99999,107240,99999,WEINBIET (AUT),DL,GM,,,49.383,8.117,553.0,18,2008,1973,4737
107270-99999,107270,99999,KARLSRUHE (USA-AF),DL,GM,,,49.033,8.367,114.0,47,2008,1935,14629
107275-99999,107275,99999,KARLSRUHE BADEN BAD,DL,GM,,EDSB,48.767,8.067,124.0,13,2009,1997,4276
107280-99999,107280,99999,COLEMAN (MANNHEIM),DL,GM,,ETOR,49.567,8.467,95.0,58,2009,1936,16936
107290-99999,107290,99999,MANNHEIN/NEUOSTHEIM,DL,GM,,,49.517,8.55,97.0,32,2008,1947,9779
107295-99999,107295,99999,COLEMAN (USA-AF)  &,DL,GM,,,49.567,8.467,94.0,16,1988,1973,5198
107330-99999,107330,99999,WAIBSTADT,,GM,,,49.3,8.9,237.0,1,2007,2007,49
107340-99999,107340,99999,HEIDELBERG (USA-AF),DL,GM,,ETIE,49.4,8.65,109.0,54,2006,1947,18548
107350-99999,107350,99999,SINSHEIM (AUT),DL,GM,,,49.25,8.883,169.0,7,2005,1988,1862
107360-99999,107360,99999,MUEHLACKER (AUT),DL,GM,,,48.967,8.867,244.0,9,2008,1988,1904
107370-99999,107370,99999,STUTTGART,DL,GM,,,48.767,9.183,305.0,17,1984,1939,5580
107380-99999,107380,99999,STUTTGART/ECHTERDI,DL,GM,,EDDS,48.683,9.217,396.0,53,2008,1941,17304
107390-99999,107390,99999,STUTTGART/SCHNARREN,DL,GM,,,48.833,9.2,315.0,13,2008,1984,3171
107420-99999,107420,99999,OEHRINGEN,DL,GM,,,49.217,9.517,276.0,30,2008,1949,9581
107430-99999,107430,99999,NIEDERSTETTEN,DL,GM,,ETHN,49.383,9.967,473.0,37,2009,1973,12485
107450-99999,107450,99999,SCHWABISCH HALL AAF,DL,GM,,,49.117,9.783,398.0,36,1993,1937,9889
107520-99999,107520,99999,ILLESHEIM,DL,GM,,ETIK,49.467,10.383,328.0,56,2009,1939,14553
107550-99999,107550,99999,ANSBACH/KATTERBACH,DL,GM,,ETEB,49.317,10.633,476.0,50,2009,1939,13365
107610-99999,107610,99999,WEISSENBURG,DL,GM,,,49.017,10.967,422.0,30,2008,1949,9585
107630-99999,107630,99999,NURNBERG,DL,GM,,EDDN,49.5,11.083,319.0,52,2008,1933,17311
107635-99999,107635,99999,FURTH (USA-HP),DL,GM,,EDEW,49.5,10.967,302.0,11,1971,1946,3105
107640-99999,107640,99999,FEUCHT(USA\AF),DL,GM,,,49.383,11.167,386.0,23,1992,1968,7236
107650-99999,107650,99999,ROTH,DL,GM,,ETHR,49.217,11.1,395.0,41,2009,1940,13592
107655-99999,107655,99999,FEUCHT AAF,DL,GM,,EDIG,49.383,11.167,386.0,7,1979,1973,2167
107710-99999,107710,99999,KUEMMERSBRUCK,DL,GM,,ETGK,49.433,11.9,418.0,37,2009,1973,10610
107715-99999,107715,99999,HOHENFELS (USA-AF)&,DL,GM,,,49.217,11.833,442.0,16,1988,1973,4941
107750-99999,107750,99999,HOHENFELS,DL,GM,,ETIH,49.217,11.833,442.0,45,2009,1961,13392
107760-99999,107760,99999,REGENSBURG/OBERHUB,DL,GM,,,49.05,12.1,376.0,51,2008,1936,16218
107770-99999,107770,99999,GELBELSEE,DL,GM,,,48.95,11.433,539.0,9,2008,1988,1787
107880-99999,107880,99999,STRAUBING,DL,GM,,,48.833,12.567,360.0,39,2009,1946,11778
107910-99999,107910,99999,GROSSER ARBER (MTN),DL,GM,,,49.117,13.133,1307.0,30,2008,1949,9579
107960-99999,107960,99999,ZWIESEL (AUT),DL,GM,,,49.033,13.233,581.0,9,2008,1988,1768
108030-99999,108030,99999,FREIBURG (CIV/FAFB),DL,GM,,,48.0,7.85,269.0,52,2008,1938,17325
108050-99999,108050,99999,LAHR,DL,GM,,EDTL,48.367,7.833,157.0,36,2009,1973,12728
108150-99999,108150,99999,FREUDENSTADT,DL,GM,,,48.45,8.417,797.0,24,2008,1973,7391
108180-99999,108180,99999,KLIPPENECK (CLIFF),DL,GM,,,48.1,8.75,973.0,24,2008,1973,7382
108260-99999,108260,99999,TUBINGEN,DL,GM,,,48.517,9.05,370.0,2,1974,1973,235
108270-99999,108270,99999,MESSSTETTEN,DL,GM,,ETGZ,48.183,9.0,930.0,24,2009,1974,7390
108280-99999,108280,99999,SIGMARINGEN,DL,GM,,,48.1,9.25,646.0,13,2007,1995,3267
108340-99999,108340,99999,RIEDLINGEN (AUT),DL,GM,,,48.167,9.5,526.0,5,1992,1988,1593
108350-99999,108350,99999,GOPPINGEN(US ARMY),,GM,,,48.717,9.7,382.0,3,1975,1973,539
108354-99999,108354,99999,GOPPINGEN (USA-AF),DL,GM,,,48.717,9.7,382.0,7,1943,1937,2230
108360-99999,108360,99999,STOETTEN,DL,GM,,,48.667,9.867,734.0,30,2008,1949,9574
108370-99999,108370,99999,LAUPHEIM,DL,GM,,ETHL,48.217,9.917,550.0,37,2009,1973,12383
108380-99999,108380,99999,ULM (MIL/MET),DL,GM,,,48.383,9.95,522.0,34,2008,1949,11048
108390-99999,108390,99999,ULM/WILHELMSBURG  &,DL,GM,,,48.4,9.983,596.0,3,1943,1941,246
108450-99999,108450,99999,LEIPHEIM(GAFB),DL,GM,,,48.433,10.233,489.0,28,1994,1938,8061
108500-99999,108500,99999,HARBURG (AUT),DL,GM,,,48.783,10.7,457.0,9,2008,1988,1808
108520-99999,108520,99999,AUGSBERG/MULHAUSEN,DL,GM,,EDMA,48.433,10.933,477.0,45,2008,1941,14767
108522-99999,108522,99999,AUGSBURG/MULHAUSEN,DL,GM,,,48.433,10.933,461.0,6,1990,1985,1755
108523-99999,108523,99999,AUGSBURG/MULHAUSEN,DL,GM,,EDMA,48.433,10.933,461.0,1,1990,1990,278
108530-99999,108530,99999,NEUBURG/DONAU,DL,GM,,ETSN,48.717,11.217,387.0,42,2009,1938,14201
108560-99999,108560,99999,LECHFELD,DL,GM,,ETSL,48.183,10.85,562.0,48,2009,1935,16399
108570-99999,108570,99999,LANDSBERG,DL,GM,,ETSA,48.067,10.9,628.0,50,2009,1938,16211
108580-99999,108580,99999,FUERSTENFELDBRUCK,DL,GM,,ETSF,48.2,11.267,535.0,49,2003,1938,15605
108600-99999,108600,99999,INGOLSTADT,DL,GM,,ETSI,48.717,11.533,365.0,42,2009,1939,11767
108605-99999,108605,99999,SIEGENBERG G.R.(MIL,DL,GM,,,48.75,11.8,404.0,11,1983,1973,2225
108620-99999,108620,99999,SIEGENBURG(MIL/MET),DL,GM,,,48.75,11.8,404.0,6,1988,1983,985
108630-99999,108630,99999,WEIHENSTEPHAN-DURNA,DL,GM,,,48.4,11.7,470.0,2,2009,2008,227
108640-99999,108640,99999,NEUBIBERG (GER-AFB),DL,GM,,,48.067,11.633,560.0,38,1991,1937,10780
108644-99999,108644,99999,OBERPFAFFENHOFEN,DL,GM,,EDMO,48.083,11.283,593.0,12,2009,1994,681
108645-99999,108645,99999,MUNICH/PERLACHER,DL,GM,,EDEM,48.083,11.6,567.0,3,1985,1973,217
108646-99999,108646,99999,BAYREUTH/BINDLACHER,DL,GM,,,49.983,11.633,488.0,12,1988,1977,2488
108650-99999,108650,99999,MUNICH,DL,GM,,,48.133,11.55,520.0,25,2008,1935,6259
108660-99999,108660,99999,MUNICH/RIEM,DL,GM,,EDDM,48.354,11.786,453.0,68,2009,1939,23463
108670-99999,108670,99999,OBERSCHLEISSHEIM,DL,GM,,EDPO,48.233,11.55,486.0,9,1981,1973,2422
108680-99999,108680,99999,MUENCHEN-OBERSCHLEI,DL,GM,,,48.25,11.55,489.0,8,1943,1936,2650
108690-99999,108690,99999,ERDING,DL,GM,,ETSE,48.317,11.95,467.0,51,2009,1938,15208
108700-99999,108700,99999,MUNICH ARPT,DL,GM,,,48.35,11.783,448.0,5,2008,1992,358
108750-99999,108750,99999,MUHLDORF,DL,GM,,,48.283,12.5,401.0,24,2008,1973,7394
108930-99999,108930,99999,PASSAU,DL,GM,,,48.583,13.467,409.0,43,1992,1949,15265
108950-99999,108950,99999,FUERSTENZELL,DL,GM,,,48.55,13.35,480.0,12,2009,1998,4137
109000-99999,109000,99999,BREMGARTEN(GAFB),DL,GM,,,47.9,7.617,217.0,21,1993,1973,7297
109080-99999,109080,99999,FELDBERG/SCHWARZWAL,DL,GM,,,47.883,8.0,1486.0,38,2008,1936,12421
109120-99999,109120,99999,DONAUESCHINGEN-VILL,,GM,,EDTD,47.967,8.517,684.0,6,2009,2004,1848
109210-99999,109210,99999,NEUHAUSEN OB ECK,DL,GM,,,47.983,8.9,804.0,22,1994,1973,6469
109290-99999,109290,99999,KONSTANZ,DL,GM,,EDTZ,47.683,9.183,443.0,24,2008,1973,7400
109340-99999,109340,99999,FRIEDRICHSHAFEN,DL,GM,,,47.65,9.483,401.0,18,1977,1959,5881
109350-99999,109350,99999,FRIEDRICHSHAFEN,DL,GM,,EDNY,47.667,9.517,424.0,38,2009,1936,12118
109353-99999,109353,99999,FRIEDRICHSHAFEN   &,DL,GM,,,47.667,9.517,410.0,1,1988,1988,277
109460-99999,109460,99999,KEMPTEN/DURACH,DL,GM,,,47.717,10.333,705.0,24,2008,1973,7403
109470-99999,109470,99999,ALLGAU,DL,GM,,EDJA,47.983,10.233,629.0,40,2009,1937,13038
109480-99999,109480,99999,OBERSTDORF,DL,GM,,,47.4,10.283,810.0,21,2003,1973,7325
109530-99999,109530,99999,KAUFBEUREN(GAFB),DL,GM,,,47.867,10.617,721.0,32,1992,1936,7520
109540-99999,109540,99999,ALTENSTADT,DL,GM,,ETHA,47.833,10.867,739.0,37,2009,1936,8837
109543-99999,109543,99999,ALTENSTADT (GAM)  &,DL,GM,,EDPL,47.833,10.867,739.0,3,1990,1988,497
109610-99999,109610,99999,ZUGSPITZE MOUNTAIN,DL,GM,,,47.417,10.983,2960.0,50,2008,1934,15864
109620-99999,109620,99999,HOHENPEISSENBERG,DL,GM,,,47.8,11.017,977.0,35,2008,1937,10643
109630-99999,109630,99999,GARMISCH (USA-HP),DL,GM,,,47.483,11.067,719.0,30,2008,1949,9583
109710-99999,109710,99999,BAD TOLZ (USA-AF),DL,GM,,,47.767,11.6,716.0,6,1990,1973,906
109711-99999,109711,99999,BAD TOLZ (USA-AF) &,DL,GM,,EDOV,47.767,11.6,716.0,23,1986,1964,6318
109800-99999,109800,99999,WENDELSTEIN MTN,DL,GM,,,47.7,12.017,1832.0,24,2008,1973,7391
109820-99999,109820,99999,CHIEMING (AUT),DL,GM,,,47.883,12.533,549.0,10,2008,1977,1840
109973-99999,109973,99999,ALTENSTADT (GAM)  &,DL,GM,,,47.833,10.867,739.0,2,1988,1987,445
110010-99999,110010,99999,WOLFSEGG,OS,AU,,,48.1,13.667,619.0,32,2009,1976,4991
110030-99999,110030,99999,RIED IM INNKREIS,OS,AU,,,48.217,13.483,443.0,13,1996,1977,39
110080-99999,110080,99999,ROHRBACH,OS,AU,,,48.567,14.0,602.0,17,2009,1985,5170
110100-99999,110100,99999,LINZ/HOERSCHING-FLU,OS,AU,,LOWL,48.233,14.183,298.0,58,2009,1946,19155
110110-99999,110110,99999,HORSCHING (AUS-AFB),OS,AU,,LOXL,48.233,14.183,313.0,3,1941,1939,686
110120-99999,110120,99999,KREMSMUENSTER,OS,AU,,,48.05,14.133,389.0,33,2009,1977,8739
110140-99999,110140,99999,KOENIGSWIESEN,OS,AU,,,48.4,14.833,608.0,16,1997,1976,111
110150-99999,110150,99999,FREISTADT,OS,AU,,,48.5,14.5,548.0,23,2009,1977,5474
110162-99999,110162,99999,LUGPLATZ VOSLAU,OS,AU,,LOAV,47.967,16.267,233.0,3,2009,2007,627
110164-99999,110164,99999,OBEROSTERREICH/FR,OS,AU,,LOLF,48.517,14.417,685.0,5,2008,2004,525
110165-99999,110165,99999,WIENER NEUSTADT,OS,AU,,LOXN,47.85,16.25,272.0,6,2009,2004,1876
110180-99999,110180,99999,AMSTETTEN,OS,AU,,,48.1,14.9,271.0,26,2009,1965,7106
110190-99999,110190,99999,ALLENTSTEIG,OS,AU,,,48.683,15.367,607.0,16,2009,1994,5335
110200-99999,110200,99999,STIFT ZWETTL,OS,AU,,,48.617,15.2,506.0,16,2009,1994,5212
110210-99999,110210,99999,LITSCHAU,OS,AU,,,48.95,15.033,555.0,33,2009,1977,8937
110220-99999,110220,99999,RETZ,OS,AU,,,48.767,15.95,323.0,42,2009,1965,13752
110240-99999,110240,99999,JAUERLING,OS,AU,,,48.333,15.333,959.0,27,2009,1977,4911
110280-99999,110280,99999,ST. POELTEN,OS,AU,,,48.183,15.617,284.0,44,2005,1959,14413
110300-99999,110300,99999,TULLN,OS,AU,,LOXT,48.317,16.117,175.0,43,2009,1946,14701
110320-99999,110320,99999,POYSDORF,OS,AU,,,48.667,16.633,207.0,34,2009,1976,9240
110330-99999,110330,99999,BREITENFORT,OS,AU,,,48.15,16.133,440.0,3,1984,1982,591
110340-99999,110340,99999,WIEN/CITY,OS,AU,,,48.2,16.367,171.0,20,2009,1990,6493
110350-99999,110350,99999,WIEN/HOHE WARTE,OS,AU,,,48.25,16.367,200.0,51,2009,1952,16926
110360-99999,110360,99999,WIEN/SCHWECHAT-FLUG,OS,AU,,LOWW,48.117,16.567,183.0,54,2009,1952,18123
110400-99999,110400,99999,WIEN/UNTERLAA,OS,AU,,,48.133,16.417,199.0,9,2009,2001,2790
110510-99999,110510,99999,RANSHOFEN,OS,AU,,,48.217,13.033,390.0,15,2009,1995,4859
110530-99999,110530,99999,RIED IM INNKREIS,OS,AU,,,48.217,13.483,431.0,9,2009,2001,2771
110550-99999,110550,99999,SCHAERDING,OS,AU,,,48.467,13.433,318.0,16,2009,1994,5082
110600-99999,110600,99999,LINZ/STADT,OS,AU,,,48.3,14.283,263.0,16,2009,1994,5334
110700-99999,110700,99999,KREMS,OS,AU,,,48.417,15.617,204.0,9,2009,2001,2776
110750-99999,110750,99999,LANGENLOIS,OS,AU,,LOAG,48.467,15.7,204.0,20,2009,1990,6427
110780-99999,110780,99999,LILIENFELD/TARSCHBE,OS,AU,,,48.033,15.583,696.0,16,2009,1994,5449
110810-99999,110810,99999,BADEN (AUT),OS,AU,,,48.017,16.233,249.0,4,1994,1991,611
110820-99999,110820,99999,GUMPOLDSKIRCHEN,OS,AU,,,48.033,16.283,233.0,18,2009,1992,5924
111010-99999,111010,99999,BREGENZ,OS,AU,,,47.5,9.75,439.0,42,2009,1965,14638
111050-99999,111050,99999,FELDKIRCH,OS,AU,,,47.267,9.617,439.0,40,2009,1967,13782
111090-99999,111090,99999,ST. ANTON AM ARLBER,OS,AU,,,47.133,10.317,1275.0,13,1998,1984,43
111100-99999,111100,99999,GALZIG,OS,AU,,,47.133,10.233,2080.0,14,2009,1994,2529
111120-99999,111120,99999,LANDECK,OS,AU,,,47.133,10.567,806.0,38,2009,1965,11960
111150-99999,111150,99999,VILS BEI REUTTE,OS,AU,,,47.567,10.6,832.0,8,1977,1967,2558
111160-99999,111160,99999,REUTTE/TIROL,OS,AU,,,47.5,10.75,870.0,3,1997,1981,4
111190-99999,111190,99999,SEEFELD,OS,AU,,,47.333,11.183,1182.0,12,2007,1967,3258
111200-99999,111200,99999,INNSBRUCK-FLUGHAFEN,OS,AU,,LOWI,47.267,11.35,581.0,55,2009,1952,19362
111220-99999,111220,99999,SCHWAZ (HELIPORT),OS,AU,,LOXS,47.333,11.7,543.0,6,1990,1977,15
111260-99999,111260,99999,PATSCHERKOFEL,OS,AU,,,47.217,11.467,2254.0,40,2009,1967,13246
111270-99999,111270,99999,OBERGURGL,OS,AU,,,46.867,11.033,1937.0,8,2009,2002,2495
111280-99999,111280,99999,BRENNER,OS,AU,,,47.0,11.517,1447.0,34,2008,1967,9105
111300-99999,111300,99999,KUFSTEIN,OS,AU,,,47.583,12.167,493.0,42,2009,1965,14622
111350-99999,111350,99999,HAHNENKAMM/EHRENBAC,OS,AU,,,47.417,12.367,1763.0,33,2009,1973,5693
111360-99999,111360,99999,KRIMML,OS,AU,,,47.233,12.183,1009.0,28,2009,1977,6982
111370-99999,111370,99999,MARIA ALM,OS,AU,,,47.4,12.9,810.0,5,2009,2005,1397
111380-99999,111380,99999,ALPINZENTRUM RUDOLF,OS,AU,,,47.133,12.633,2310.0,29,2009,1981,9328
111400-99999,111400,99999,LOFER,OS,AU,,,47.583,12.7,629.0,27,2002,1976,5348
111410-99999,111410,99999,BISCHOFSHOFEN,OS,AU,,,47.4,13.217,548.0,20,2009,1990,6611
111420-99999,111420,99999,ST. JOHANN/PONGAU,OS,AU,,,47.317,13.183,647.0,9,2009,2001,2486
111430-99999,111430,99999,ZELL AM SEE-FLUGFEL,OS,AU,,,47.3,12.783,754.0,6,1984,1979,1454
111440-99999,111440,99999,ZELL AM SEE,OS,AU,,LOWZ,47.333,12.8,767.0,23,2009,1976,7489
111450-99999,111450,99999,BAD GASTEIN,OS,AU,,,47.117,13.133,1100.0,8,1994,1978,14
111460-99999,111460,99999,SONNBLICK,OS,AU,,,47.05,12.95,3111.0,48,2009,1959,16453
111470-99999,111470,99999,RADSTADT,OS,AU,,,47.383,13.45,861.0,16,2009,1994,5140
111480-99999,111480,99999,ST. MICHAEL IM LUNG,OS,AU,,,47.1,13.65,1094.0,34,2009,1976,5862
111490-99999,111490,99999,OBERTAUERN,OS,AU,,,47.25,13.567,1743.0,21,2009,1980,6347
111500-99999,111500,99999,SALZBURG-FLUGHAFEN,OS,AU,,LOWS,47.8,13.0,430.0,56,2009,1946,19485
111510-99999,111510,99999,SEEWALCHEN/ATTERSEE,OS,AU,,,47.95,13.6,496.0,7,1989,1983,1516
111520-99999,111520,99999,MATTSEE,OS,AU,,,47.983,13.1,503.0,23,2009,1978,6545
111530-99999,111530,99999,MONDSEE,OS,AU,,,47.85,13.367,491.0,30,2008,1976,369
111540-99999,111540,99999,GMUNDEN,OS,AU,,,47.9,13.8,428.0,23,2009,1976,6717
111550-99999,111550,99999,FEUERKOGEL,OS,AU,,,47.817,13.717,1621.0,42,2009,1965,14440
111560-99999,111560,99999,BAD ISCHL,OS,AU,,,47.717,13.633,470.0,28,2003,1976,5338
111570-99999,111570,99999,AIGEN IM ENNSTAL,OS,AU,,LOXA,47.533,14.133,649.0,42,2009,1939,14991
111600-99999,111600,99999,HIEFLAU,OS,AU,,,47.6,14.75,492.0,1,1996,1996,1
111610-99999,111610,99999,PRABICHL,OS,AU,,,47.517,14.95,1215.0,5,1980,1976,860
111630-99999,111630,99999,STOLZALPE (MOUNT),OS,AU,,,47.117,14.2,1305.0,18,1998,1978,145
111650-99999,111650,99999,ZELTWEG,OS,AU,,LOXZ,47.2,14.75,677.0,35,2009,1973,11825
111690-99999,111690,99999,GEMEINDEALPE/MITTER,OS,AU,,,47.817,15.25,1626.0,1,1987,1987,2
111700-99999,111700,99999,LUNZ,OS,AU,,,47.85,15.067,615.0,15,2009,1995,4977
111710-99999,111710,99999,ST SEBASTIAN/MARIAZ,OS,AU,,,47.8,15.3,872.0,3,2008,1987,689
111720-99999,111720,99999,MARIAZELL,OS,AU,,,47.767,15.317,875.0,33,2005,1973,11566
111730-99999,111730,99999,FISHBACH,OS,AU,,,47.45,15.65,1050.0,4,2009,2006,1048
111740-99999,111740,99999,ST. MICHAEL/LEOBEN,OS,AU,,,47.333,15.0,572.0,20,2009,1990,6484
111750-99999,111750,99999,BRUCK/MUR,OS,AU,,,47.417,15.267,482.0,10,2008,1973,1251
111800-99999,111800,99999,RAX/SEILBAHN-BERGST,OS,AU,,,47.717,15.783,1554.0,16,2009,1994,5102
111810-99999,111810,99999,VOESLAU-FLUGFELD,OS,AU,,,47.967,16.267,233.0,3,1943,1941,710
111820-99999,111820,99999,WIENER NEUSTADT,OS,AU,,,47.833,16.216,285.0,34,2009,1976,9011
111830-99999,111830,99999,SEMMERING,OS,AU,,,47.633,15.817,960.0,1,1977,1977,1
111840-99999,111840,99999,STUHLECK MOUNTAIN,OS,AU,,,47.567,15.783,1782.0,1,1979,1979,1
111850-99999,111850,99999,MOENICHKIRCHEN,OS,AU,,,47.517,16.033,994.0,34,2009,1965,10338
111900-99999,111900,99999,EISENSTADT,OS,AU,,,47.85,16.533,192.0,35,2009,1975,11318
111920-99999,111920,99999,KLEINZICKEN,OS,AU,,,47.2,16.332,267.0,23,2009,1978,5410
111930-99999,111930,99999,BAD TAZMANNSDORF,OS,AU,,,47.333,16.216,340.0,3,2008,2006,740
111940-99999,111940,99999,NEUSIEDL,OS,AU,,,47.95,16.85,132.0,20,2009,1990,6683
112040-99999,112040,99999,LIENZ,OS,AU,,,46.833,12.817,666.0,42,2009,1965,14485
112070-99999,112070,99999,REISACH,OS,AU,,,46.65,13.15,646.0,21,2007,1978,669
112100-99999,112100,99999,MALLNITZ,OS,AU,,,46.983,13.183,1185.0,27,2002,1976,5491
112110-99999,112110,99999,RADENTHEIN,OS,AU,,,46.783,13.7,685.0,2,1997,1995,5
112120-99999,112120,99999,VILLACHERALPE,OS,AU,,,46.6,13.667,2160.0,42,2009,1965,14380
112130-99999,112130,99999,VILLACH,OS,AU,,,46.617,13.883,494.0,21,2009,1984,5232
112140-99999,112140,99999,PREITENEGG,OS,AU,,,46.933,14.917,1035.0,36,2007,1965,10852
112190-99999,112190,99999,NEUMARKTER SATTEL,OS,AU,,,47.117,14.4,1125.0,12,1998,1987,192
112200-99999,112200,99999,NEUMARKT,OS,AU,,,47.067,14.417,870.0,11,2007,1977,36
112250-99999,112250,99999,WEITENSFELD,OS,AU,,,46.85,14.2,705.0,4,2009,1997,549
112290-99999,112290,99999,ST. ANDRAE I.L.,OS,AU,,,46.767,14.833,404.0,9,2009,1981,2410
112310-99999,112310,99999,KLAGENFURT-FLUGHAFE,OS,AU,,LOWK,46.65,14.333,476.0,55,2009,1952,19280
112320-99999,112320,99999,FEISTRITZ OB BLEIBU,OS,AU,,,46.567,14.767,527.0,10,2009,1993,855
112330-99999,112330,99999,SAINT MICHAEL,OS,AU,,,46.583,14.75,500.0,12,2002,1977,41
112400-99999,112400,99999,GRAZ-THALERHOF-FLUG,OS,AU,,LOWG,47.0,15.433,340.0,55,2009,1952,19003
112410-99999,112410,99999,SCHOECKL,OS,AU,,,47.2,15.467,1442.0,33,2009,1977,5756
112440-99999,112440,99999,BAD GLEICHENBERG,OS,AU,,,46.867,15.9,282.0,3,2009,2007,618
112450-99999,112450,99999,BAD GLEICHENBERG,OS,AU,,,46.867,15.9,326.0,22,2000,1941,2455
112480-99999,112480,99999,BAD RADKERSBURG,OS,AU,,,46.683,15.983,214.0,16,2009,1994,4836
112520-99999,112520,99999,VIRGEN,OS,AU,,,47.0,12.45,1190.0,16,2009,1994,5419
112550-99999,112550,99999,KOETSCHACH-MAUTHEN,OS,AU,,,46.683,13.0,711.0,20,2009,1990,6203
112600-99999,112600,99999,MALLNITZ-BAD,OS,AU,,,46.983,13.167,1198.0,13,2007,1990,2661
112610-99999,112610,99999,OBERVELLACH,OS,AU,,,46.933,13.217,809.0,12,2009,1991,3239
112650-99999,112650,99999,VILLACHER ALPE AUT.,OS,AU,,,46.6,13.667,2157.0,2,2002,2001,322
112700-99999,112700,99999,DELLACH IM DRAUTAL,OS,AU,,,46.733,13.083,625.0,19,2009,1991,6316
112750-99999,112750,99999,ARRIACH,OS,AU,,,46.733,13.85,896.0,20,2009,1990,5944
112800-99999,112800,99999,MURAU,OS,AU,,,47.117,14.183,813.0,20,2009,1990,6420
112920-99999,112920,99999,LASSNITZHOEHE,OS,AU,,,47.067,15.583,533.0,20,2009,1990,6403
112950-99999,112950,99999,LEIBNITZ,OS,AU,,,46.783,15.55,272.0,3,2003,2001,749
113020-99999,113020,99999,DORNBIRN,OS,AU,,LOIH,47.433,9.733,411.0,15,2009,1995,4993
113080-99999,113080,99999,WARTH,OS,AU,,,47.25,10.183,1471.0,19,2009,1991,6347
113100-99999,113100,99999,ISCHGL/IDALPE,OS,AU,,,46.983,10.317,2319.0,20,2009,1990,6035
113160-99999,113160,99999,PITZTALER GLETSCHER,OS,AU,,,46.933,10.883,2843.0,1,2007,2007,5
113180-99999,113180,99999,BRUNNENKOGEL,OS,AU,,,46.9,10.85,3440.0,4,2008,2005,1080
113400-99999,113400,99999,SCHMITTENHOEHE,OS,AU,,,47.333,12.733,1953.0,20,2009,1990,6401
113420-99999,113420,99999,BAD GASTEIN/BOECKST,OS,AU,,,47.1,13.117,1100.0,1,2009,2009,1
113430-99999,113430,99999,SONNBLICK - AUTOM.,OS,AU,,,47.05,12.95,3111.0,9,2009,2001,2740
113450-99999,113450,99999,ST. VEIT IM PONGAU,OS,AU,,,47.333,13.15,750.0,12,2009,1990,3019
113460-99999,113460,99999,RAURIS,OS,AU,,,47.217,13.0,935.0,16,2009,1994,5099
113480-99999,113480,99999,MARIAPFARR,OS,AU,,,47.15,13.75,1151.0,19,2009,1991,5992
113500-99999,113500,99999,SALZBURG/FREISAAL,OS,AU,,,47.783,13.05,423.0,16,2009,1994,5128
113510-99999,113510,99999,RAMSAU/DACHSTEIN,OS,AU,,,47.433,13.633,1209.0,19,2009,1991,5995
113540-99999,113540,99999,BAD GOISERN,OS,AU,,,47.633,13.617,503.0,9,2009,2001,2784
113550-99999,113550,99999,WINDISCHGARSTEN,OS,AU,,,47.733,14.333,614.0,20,2009,1990,6574
113560-99999,113560,99999,BAD AUSSEE,OS,AU,,,47.617,13.783,664.0,15,2009,1995,4958
113570-99999,113570,99999,ST. WOLFGANG,OS,AU,,,47.733,13.45,537.0,20,2009,1990,6307
113580-99999,113580,99999,BAD MITTERNDORF,OS,AU,,,47.55,13.933,803.0,15,2009,1995,4957
113600-99999,113600,99999,IRDNING/GUMPENSTEIN,OS,AU,,,47.5,14.1,707.0,6,1995,1990,857
113700-99999,113700,99999,KAPFENBERG,OS,AU,,,47.45,15.3,508.0,9,2009,2001,2794
113800-99999,113800,99999,REICHENAU/RAX,OS,AU,,,47.7,15.833,486.0,19,2009,1991,5994
113820-99999,113820,99999,PUCHBERG,OS,AU,,,47.783,15.9,582.0,19,2009,1991,5935
113830-99999,113830,99999,SEMMERING(MT PASS),OS,AU,,,47.633,15.833,993.0,4,1994,1991,615
113840-99999,113840,99999,HIRSCHENKOGEL,OS,AU,,,47.617,15.833,1319.0,15,2009,1995,4722
113850-99999,113850,99999,HOHE WAND/HOCHKOGEL,OS,AU,,,47.817,16.033,939.0,16,2009,1994,5418
113870-99999,113870,99999,SEIBERSDORF,OS,AU,,,47.983,16.5,186.0,5,2008,2004,1309
113890-99999,113890,99999,ST POELTEN LANDHAUS,OS,AU,,,48.2,15.633,260.0,3,2009,2007,628
114060-99999,114060,99999,CHEB,CZ,EZ,,,50.083,12.4,490.0,45,2009,1938,14908
114140-99999,114140,99999,KARLOVY VARY,CZ,EZ,,LKKV,50.2,12.917,607.0,29,2009,1939,9343
114180-99999,114180,99999,MARIANSKE LAZNE,CZ,EZ,,,49.917,12.717,541.0,15,1999,1942,4748
114230-99999,114230,99999,PRIMDA,CZ,EZ,,,49.667,12.667,748.0,24,2009,1978,7722
