id,usaf,wban,stname,ctry,fips,state,call,lat,lon,elev,count,max,min,obs
516330-99999,516330,99999,BAICHENG/BAY,CI,CH,,,41.767,81.867,1280.0,27,1997,1962,3058
516380-99999,516380,99999,WELL/,CH,CI,,,41.3,81.683,,1,1962,1962,16
516420-99999,516420,99999,LUNTAI/BUGUR,CI,CH,,,41.783,84.167,883.0,28,1997,1962,3633
516440-99999,516440,99999,KUQA,CI,CH,,,41.717,82.95,1100.0,46,2009,1956,16268
516560-99999,516560,99999,KORLA,CI,CH,,,41.75,86.133,933.0,40,2009,1962,13543
517010-99999,517010,99999,SAI-K'O-LO-T'E-MA,CI,CH,,,40.45,75.383,3651.0,27,1997,1962,2517
517050-99999,517050,99999,AR-TUX,CI,CH,,,39.667,76.167,1494.0,34,1997,1956,10355
517060-99999,517060,99999,TEJAN,CH,CI,,,39.7,76.35,,2,1957,1956,371
517090-99999,517090,99999,KASHI,CI,CH,,ZWSH,39.467,75.983,1380.0,45,2009,1957,15903
517110-99999,517110,99999,AKQI,CI,CH,,,40.933,78.45,1986.0,41,2009,1957,13705
517160-99999,517160,99999,BACHU,CI,CH,,,39.8,78.567,1117.0,46,2009,1956,16289
517200-99999,517200,99999,CH'I-LAN-TAI,CI,CH,,,40.533,79.533,1158.0,27,1997,1962,3623
517300-99999,517300,99999,ALAR,CI,CH,,,40.5,81.05,1013.0,39,2009,1962,13269
517470-99999,517470,99999,TAZHONG,CI,CH,,,39.0,83.667,1099.0,9,2009,2001,2763
517650-99999,517650,99999,TIKANLIK,CI,CH,,,40.633,87.7,847.0,43,2009,1957,14777
517770-99999,517770,99999,RUOQIANG,CI,CH,,,39.033,88.167,889.0,46,2009,1956,16323
518040-99999,518040,99999,PU-LI /POULI,CH,CI,,,37.783,75.233,3158.0,4,1960,1957,1065
518110-99999,518110,99999,SHACHE,CI,CH,,,38.433,77.267,1232.0,46,2009,1956,16300
518180-99999,518180,99999,PISHAN,CI,CH,,,37.617,78.283,1376.0,40,2009,1962,13235
518280-99999,518280,99999,HOTAN,CI,CH,,ZWTN,37.133,79.933,1375.0,46,2009,1956,16095
518390-99999,518390,99999,MINFENG,CI,CH,,,37.067,82.717,1409.0,30,2000,1962,9014
518480-99999,518480,99999,ANDIR,CI,CH,,,37.933,83.65,1264.0,29,1998,1962,8161
518550-99999,518550,99999,QIEMO/QARQAN,CI,CH,,,38.15,85.55,1248.0,37,2000,1956,12031
518860-99999,518860,99999,MANGNAI,CI,CH,,,38.25,90.85,2945.0,41,2009,1961,14487
518950-99999,518950,99999,HANGYA,CH,CI,,,37.85,91.65,3059.9,6,1961,1956,1743
519150-99999,519150,99999,SHAHIDULLAH HAZAR /SAI-TU-LA,CH,CI,,,36.333,78.0,3699.1,2,1958,1957,303
519310-99999,519310,99999,YUTIAN/KERIYA,CI,CH,,,36.867,81.7,1554.0,37,2000,1956,11654
521010-99999,521010,99999,BARKOL,CI,CH,,,43.583,92.85,1584.0,26,1997,1962,3692
521120-99999,521120,99999,NAOMAOHU,CI,CH,,,43.6,95.133,469.0,7,2009,2003,2273
521180-99999,521180,99999,YIWU,CI,CH,,,43.267,94.7,1729.0,31,2002,1962,11025
522030-99999,522030,99999,HAMI,CI,CH,,ZWHM,42.817,93.517,739.0,46,2009,1956,16320
522670-99999,522670,99999,EJIN QI,CI,CH,,,41.95,101.067,941.0,42,2009,1960,14535
522680-99999,522680,99999,BOGUS CHINESE,CI,CH,,,42.083,101.667,,2,1981,1980,4
523030-99999,523030,99999,YA-MAN-SU,CI,CH,,,41.883,95.533,0.0,2,1981,1980,3
523130-99999,523130,99999,XING-XING-XIA,CI,CH,,,41.783,95.133,1935.0,11,1996,1956,1868
523230-99999,523230,99999,MAZONG SHAN,CI,CH,,,41.8,97.033,1770.0,40,2009,1962,13658
523430-99999,523430,99999,SHU-LUN-CHING,CH,CI,,,42.25,100.0,,1,1961,1961,76
523530-99999,523530,99999,...,CH,CI,,,41.967,100.883,,2,1958,1957,302
523780-99999,523780,99999,GUAIZIHU,CI,CH,,,41.367,102.367,960.0,40,2009,1962,13663
523910-99999,523910,99999,PANG-TING-TO-TO-KAI,CI,CH,,,41.75,103.967,1463.0,4,1964,1961,1095
524180-99999,524180,99999,DUNHUANG,CI,CH,,,40.15,94.683,1140.0,46,2009,1956,16324
524240-99999,524240,99999,AN-XI,CI,CH,,,40.5,96.0,1177.0,32,1998,1957,8701
524340-99999,524340,99999,SHIH-EKH-TUN,CH,CI,,,40.467,97.183,,1,1962,1962,1
524360-99999,524360,99999,YUMENZHEN,CI,CH,,,40.267,97.033,1527.0,46,2009,1956,16180
524410-99999,524410,99999,BEI-SHAN,CI,CH,,,40.717,98.617,1554.0,16,1988,1973,5720
524460-99999,524460,99999,SHUANGCHENGTZU,CI,CH,,,40.4,99.8,1158.0,37,2000,1956,11951
524470-99999,524470,99999,JINTA,CI,CH,,,39.817,98.9,1372.0,9,1997,1989,1287
524950-99999,524950,99999,BAYAN MOD,CI,CH,,,40.75,104.5,1329.0,40,2009,1962,13553
525230-99999,525230,99999,BOGUS CHINESE,CI,CH,,,39.833,96.75,0.0,2,1981,1980,5
525330-99999,525330,99999,JIUQUAN,CI,CH,,ZLJQ,39.767,98.483,1478.0,48,2009,1946,16707
525331-99999,525331,99999,ZHONGCHUAN,CI,CH,,ZLLL,36.017,103.75,1947.0,6,2009,2004,1820
525460-99999,525460,99999,KAOTAI,CH,CI,,,39.383,99.717,1353.9,6,1961,1956,1848
525760-99999,525760,99999,LAI-YEN-CH'IH,CI,CH,,,39.383,102.833,1383.0,31,1997,1957,8889
526020-99999,526020,99999,LENGHU,CI,CH,,,38.833,93.383,2771.0,42,2009,1957,14025
526180-99999,526180,99999,...,CH,CI,,,39.167,94.833,0.0,1,1962,1962,8
526330-99999,526330,99999,TUO-LE,CI,CH,,,38.8,98.417,609.0,31,2000,1962,9394
526450-99999,526450,99999,YEH-NIU-KOU,CI,CH,,,38.467,99.55,2169.0,26,1997,1962,4173
526510-99999,526510,99999,ZHANG-YE/SOUTH,CI,CH,,,38.817,100.4,1550.0,9,1985,1956,1575
526520-99999,526520,99999,ZHANGYE,CI,CH,,,38.933,100.433,1483.0,42,2009,1960,14409
526530-99999,526530,99999,ZHANG-YE/SOUTHEAST,CI,CH,,,38.8,100.667,1463.0,1,1980,1980,1
526570-99999,526570,99999,BABAO,CI,CH,,,38.233,100.25,2700.0,26,1997,1962,4564
526610-99999,526610,99999,SHAN-DAN,CI,CH,,,38.8,101.083,1760.0,33,1997,1956,6026
526710-99999,526710,99999,SALT LAKE,CI,CH,,,38.95,102.067,0.0,5,1982,1974,99
526740-99999,526740,99999,JIN-CHANG,CI,CH,,,38.467,102.183,1676.0,26,1997,1964,7633
526790-99999,526790,99999,WUWEI,CH,CI,,,38.083,102.917,1524.9,6,1961,1956,1856
526810-99999,526810,99999,MINQIN,CI,CH,,,38.633,103.083,1367.0,44,2009,1957,14841
527020-99999,527020,99999,SHA-LIANG-ZI,CI,CH,,,37.917,93.35,,2,1981,1980,4
527070-99999,527070,99999,T'A-ERH-TING,CI,CH,,,37.067,92.867,2712.0,33,2000,1957,9582
527130-99999,527130,99999,DA-QAIDAM,CI,CH,,,37.85,95.367,3174.0,43,2009,1957,14822
527230-99999,527230,99999,BOGUS CHINESE,CI,CH,,,37.833,96.75,0.0,1,1981,1981,2
527360-99999,527360,99999,BOGUS CHINESE,CI,CH,,,37.333,98.25,0.0,2,1982,1979,4
527370-99999,527370,99999,DELINGHA,CI,CH,,,37.367,97.367,2982.0,46,2009,1956,16180
527380-99999,527380,99999,BOGUS CHINESE,CI,CH,,,37.317,97.833,0.0,3,1981,1979,14
527400-99999,527400,99999,HSIN-YUAN,CI,CH,,,37.3,99.017,3627.0,8,1997,1990,821
527440-99999,527440,99999,...,CH,CI,,,37.5,98.8,,1,1962,1962,56
527530-99999,527530,99999,BOGUS CHINESE,CI,CH,,,37.683,100.7,,3,1982,1980,10
527540-99999,527540,99999,GANGCA,CI,CH,,,37.333,100.133,3302.0,41,2009,1961,14189
527650-99999,527650,99999,HAO-MEN,CI,CH,,,37.367,101.617,2682.0,29,1999,1962,7580
527660-99999,527660,99999,BOGUS CHINESE,CI,CH,,,37.367,101.7,0.0,2,1982,1981,2
527870-99999,527870,99999,WUSHAOLING,CI,CH,,,37.2,102.867,3044.0,45,2009,1956,15962
527880-99999,527880,99999,BOGUS CHINESE,CI,CH,,,37.233,103.4,,6,1981,1973,7
527970-99999,527970,99999,CHING-T'AI,CI,CH,,,37.133,104.217,1402.0,26,1997,1962,3507
528130-99999,528130,99999,GOL MUD/AIRPORT,CI,CH,,,36.817,95.35,2731.0,2,1981,1975,2
528180-99999,528180,99999,GOLMUD,CI,CH,,,36.417,94.9,2809.0,45,2009,1956,15968
528250-99999,528250,99999,NUO-MU-HONG,CI,CH,,,36.45,96.467,2804.0,29,1997,1957,8097
528260-99999,528260,99999,BOGUS CHINESE,CI,CH,,,36.5,96.75,0.0,2,1981,1980,2
528330-99999,528330,99999,SERH,CI,CH,,,36.95,98.35,2987.0,5,1993,1989,327
528360-99999,528360,99999,DULAN,CI,CH,,,36.3,98.1,3192.0,45,2009,1956,15955
528420-99999,528420,99999,CHA-KA,CI,CH,,,36.783,99.083,2925.0,27,1997,1962,7667
528540-99999,528540,99999,JIANG-XI-GOU,CI,CH,,,36.6,100.367,0.0,6,1981,1957,322
528560-99999,528560,99999,GONGHE,CI,CH,,,36.35,100.783,2743.0,34,1998,1956,10001
528640-99999,528640,99999,HUANG-YUAN,CI,CH,,,36.683,101.267,0.0,2,1985,1984,4
528660-99999,528660,99999,XINING,CI,CH,,ZLXN,36.617,101.767,2296.0,45,2009,1956,15932
528680-99999,528680,99999,HEY-IN,CI,CH,,,36.033,101.433,2072.0,27,1997,1962,3488
528760-99999,528760,99999,MINHE,CI,CH,,,36.333,102.833,1905.0,27,1997,1962,3492
528860-99999,528860,99999,APPROXIMATE LOCALE,CI,CH,,,36.567,103.7,1951.0,4,1984,1974,7
528890-99999,528890,99999,LANZHOU,CI,CH,,,36.05,103.883,1518.0,42,2006,1956,13954
528950-99999,528950,99999,JINGYUAN,CI,CH,,,36.583,104.683,1505.0,33,1997,1956,9275
529070-99999,529070,99999,BOGUS CHINESE,CI,CH,,,35.167,92.833,,2,1981,1980,4
529080-99999,529080,99999,WUDAOLIANG,CI,CH,,,35.217,93.083,4613.0,41,2009,1957,13867
529410-99999,529410,99999,NAME UNKNOWN,CI,CH,,,35.717,98.917,3962.0,4,1993,1990,325
529430-99999,529430,99999,XINGHAI,CI,CH,,,35.75,99.983,3200.0,28,1997,1960,3652
529470-99999,529470,99999,APPROX. LOCATION,CI,CH,,,35.167,98.75,0.0,2,1985,1984,5
529550-99999,529550,99999,GUINAN,CI,CH,,,35.583,100.75,3123.0,9,2009,2001,2847
529570-99999,529570,99999,TONGDE,CI,CH,,,35.267,100.65,3290.0,34,1998,1956,12081
529580-99999,529580,99999,APPROXIMATE LOCALE,CI,CH,,,35.267,100.65,0.0,5,1982,1974,62
529680-99999,529680,99999,SON-AG,CI,CH,,,35.033,101.467,3565.0,19,1989,1962,3231
529740-99999,529740,99999,BOGUS CHINESE,CI,CH,,,-99.999,-999.999,-9999.9,7,1997,1991,283
529780-99999,529780,99999,HSIA-HO /SIAHO,CH,CI,,,35.233,102.5,3048.9,3,1958,1956,559
529830-99999,529830,99999,YU ZHONG,CI,CH,,,35.867,104.15,1875.0,6,2009,2004,1840
529840-99999,529840,99999,LINXIA,CI,CH,,,35.467,102.983,1920.0,27,1997,1962,3467
529860-99999,529860,99999,LINTAO,CI,CH,,,35.333,104.0,1905.0,30,1997,1957,4047
529960-99999,529960,99999,HUAJIALING,CI,CH,,,35.383,105.0,2450.0,45,2009,1956,15922
530670-99999,530670,99999,BOGUS CHINESE,CI,CH,,,44.167,111.167,0.0,4,1981,1978,6
530680-99999,530680,99999,ERENHOT,CI,CH,,,43.65,112.0,966.0,45,2009,1956,16006
530730-99999,530730,99999,BOGUS CHINESE,CI,CH,,,44.75,112.833,0.0,2,1981,1980,7
530780-99999,530780,99999,BOGUS CHINESE,CI,CH,,,44.167,112.333,0.0,1,1980,1980,1
530830-99999,530830,99999,NARAN BULAG,CI,CH,,,44.617,114.15,1183.0,42,2009,1958,14255
531490-99999,531490,99999,MANDAL,CI,CH,,,42.533,110.133,1223.0,42,2009,1958,14257
531920-99999,531920,99999,ABAG QI,CI,CH,,,44.017,114.95,1128.0,45,2009,1956,15995
531950-99999,531950,99999,ENGER SHOOTO,CI,CH,,,43.383,114.45,1128.0,22,1988,1957,4550
532310-99999,532310,99999,HAILS,CI,CH,,,41.45,106.383,1510.0,40,2009,1961,13938
532760-99999,532760,99999,JURH,CI,CH,,,42.4,112.9,1152.0,45,2009,1956,16006
532780-99999,532780,99999,BOIN SUM,CI,CH,,,42.2,112.517,1280.0,2,1990,1989,117
533310-99999,533310,99999,BOGUS CHINESE,CI,CH,,,41.833,108.167,0.0,1,1981,1981,1
533360-99999,533360,99999,HALIUT,CI,CH,,,41.567,108.517,1290.0,45,2009,1956,16004
533520-99999,533520,99999,BAILING-MIAO,CI,CH,,,41.7,110.433,1377.0,45,2009,1956,15992
533620-99999,533620,99999,SHARA MORON SUME,CI,CH,,,42.033,111.533,1372.0,22,1991,1961,5051
533760-99999,533760,99999,BA-DAO-GOU,CI,CH,,,41.417,112.8,0.0,2,1981,1980,2
533910-99999,533910,99999,HUADE,CI,CH,,,41.9,114.0,1484.0,45,2009,1956,16010
534200-99999,534200,99999,TAI-AN-CHEN /SHANPA,CH,CI,,,40.967,107.167,,6,1961,1956,1892
534360-99999,534360,99999,BOGUS CHINESE,CI,CH,,,40.5,108.833,0.0,1,1980,1980,1
534460-99999,534460,99999,BAOTOU,CI,CH,,ZBOW,40.567,109.983,940.0,6,1961,1956,1890
534630-99999,534630,99999,HOHHOT,CI,CH,,ZBHH,40.817,111.683,1065.0,45,2009,1956,16013
534770-99999,534770,99999,BOGUS CHINESE,CI,CH,,,40.233,112.317,0.0,1,1980,1980,4
534780-99999,534780,99999,YOU-YU,CI,CH,,,40.167,112.333,1212.0,29,1997,1957,5201
534800-99999,534800,99999,JINING,CI,CH,,,41.033,113.067,1416.0,45,2009,1956,15992
534870-99999,534870,99999,DATONG,CI,CH,,,40.1,113.333,1069.0,43,2009,1957,14475
534880-99999,534880,99999,CHU LE PU,CI,CH,,,40.167,113.583,,5,1981,1973,7
535020-99999,535020,99999,JARTAI,CI,CH,,,39.783,105.75,1143.0,45,2009,1956,15938
535130-99999,535130,99999,LINHE,CI,CH,,,40.767,107.4,1041.0,45,2009,1956,15709
535190-99999,535190,99999,SHIZUISHAN/DAWUKOU,CI,CH,,,39.05,106.4,975.0,27,1997,1962,4276
535230-99999,535230,99999,A-LU-CHIH-LAO-KA,CI,CH,,,39.883,108.0,1372.0,3,1981,1979,56
535290-99999,535290,99999,OTOG QI,CI,CH,,,39.1,107.983,1381.0,45,2009,1956,15962
535330-99999,535330,99999,HANG-GIN-QI,CI,CH,,,39.85,108.733,1450.0,5,1982,1974,19
535390-99999,535390,99999,PA LA MU TU SHIH LI,CI,CH,,,39.15,108.9,1140.0,2,1981,1980,5
535430-99999,535430,99999,DONGSHENG,CI,CH,,,39.833,109.983,1459.0,37,2009,1973,13325
535460-99999,535460,99999,CHASAKOCHI,CH,CI,,,39.283,109.75,1309.7,8,1963,1956,2653
535630-99999,535630,99999,BOGUS CHINESE,CI,CH,,,39.8,111.683,0.0,3,1982,1980,16
535640-99999,535640,99999,HEQU,CI,CH,,,39.383,111.15,861.0,45,2009,1956,15958
535870-99999,535870,99999,BOGUS CHINESE,CI,CH,,,39.167,113.167,0.0,2,1981,1980,6
535880-99999,535880,99999,WUTAI SHAN,CI,CH,,,38.95,113.517,2210.0,45,2009,1956,15955
535930-99999,535930,99999,YU XIAN,CI,CH,,,39.833,114.567,910.0,45,2009,1956,15948
536020-99999,536020,99999,ALXA ZUOQI/BAYAN HO,CI,CH,,,38.833,105.533,1500.0,27,1997,1962,3318
536140-99999,536140,99999,YINCHUAN,CI,CH,,ZLIC,38.467,106.2,1112.0,45,2009,1956,15967
536150-99999,536150,99999,YINCHUAN (CITY),CI,CH,,,38.467,106.317,1005.0,27,1997,1962,3283
536460-99999,536460,99999,YULIN,CI,CH,,,38.233,109.7,1058.0,46,2009,1956,16094
536520-99999,536520,99999,BOGUS CHINESE,CI,CH,,,38.983,110.6,,1,1980,1980,1
536630-99999,536630,99999,WU-ZHAI,CI,CH,,,38.917,111.833,1463.0,3,1959,1957,354
536640-99999,536640,99999,XINXIAN,CI,CH,,,38.4,112.717,900.0,27,1994,1957,5250
536660-99999,536660,99999,CHING-LO,CH,CI,,,38.4,111.833,1369.8,5,1962,1957,325
536730-99999,536730,99999,YUANPING,CI,CH,,,38.75,112.7,838.0,46,2009,1956,16363
536810-99999,536810,99999,BOGUS CHINESE,CI,CH,,,38.717,113.0,,2,1981,1980,2
536980-99999,536980,99999,SHIJIAZHUANG,CI,CH,,,38.033,114.417,81.0,46,2009,1956,16357
537050-99999,537050,99999,ZHONGNING,CI,CH,,,37.483,105.683,1193.0,46,2009,1956,16266
537230-99999,537230,99999,YANCHI,CI,CH,,,37.8,107.383,1356.0,46,2009,1956,16330
537380-99999,537380,99999,PIN-KOU-MEN,CI,CH,,,37.15,108.383,1438.0,30,1998,1961,8299
537400-99999,537400,99999,ZI-CHANG,CI,CH,,,37.133,109.65,1189.0,29,1997,1957,3822
537430-99999,537430,99999,MI-ZHI/AIRFIELD,CI,CH,,,37.867,110.067,975.0,2,1981,1980,12
537450-99999,537450,99999,APPROXIMATE LOCALE,CI,CH,,,37.467,109.583,0.0,5,1982,1976,17
537540-99999,537540,99999,SUIDE,CI,CH,,,37.467,110.25,900.0,27,1997,1962,3621
537630-99999,537630,99999,BOGUS CHINESE,CI,CH,,,37.85,111.883,0.0,4,1981,1974,8
537640-99999,537640,99999,LISHI,CI,CH,,,37.5,111.1,951.0,44,2009,1957,14868
537720-99999,537720,99999,TAIYUAN,CI,CH,,ZBYN,37.783,112.55,779.0,46,2009,1956,16364
537820-99999,537820,99999,YANGQUAN,CI,CH,,,37.817,113.567,908.0,27,1996,1957,5624
537870-99999,537870,99999,YUSHE,CI,CH,,,37.067,112.983,1042.0,44,2009,1957,14825
537880-99999,537880,99999,BOGUS CHINESE,CI,CH,,,37.2,113.467,0.0,2,1980,1979,6
537980-99999,537980,99999,XINGTAI,CI,CH,,,37.067,114.5,78.0,43,2009,1957,14233
538050-99999,538050,99999,HAI-YUAN,CI,CH,,,36.567,105.65,1850.0,3,1981,1979,7
538100-99999,538100,99999,QI-YING,CI,CH,,,36.55,106.15,1615.0,27,1997,1962,3277
538170-99999,538170,99999,GUYUAN,CI,CH,,,36.017,106.283,1676.0,27,1997,1962,4019
538210-99999,538210,99999,HUNG-TE,CI,CH,,,36.767,107.2,1322.0,30,2000,1962,9267
538230-99999,538230,99999,BOGUS CHINESE,CI,CH,,,36.817,107.8,0.0,3,1980,1974,22
538450-99999,538450,99999,YAN AN,CI,CH,,ZLYA,36.6,109.5,959.0,46,2009,1956,16340
538530-99999,538530,99999,XI-XIAN,CI,CH,,,36.7,110.933,1006.0,22,1991,1961,4650
538630-99999,538630,99999,JIEXIU,CI,CH,,,37.033,111.917,745.0,46,2009,1956,16358
538680-99999,538680,99999,LIN-FEN /LINFUNG,CH,CI,,,36.15,111.45,462.1,6,1961,1956,1892
538870-99999,538870,99999,CHANG-ZHI,CI,CH,,,36.2,113.117,914.0,6,1961,1956,1893
538920-99999,538920,99999,HAN-TAN,CH,CI,,,36.8,114.45,60.0,2,1957,1956,345
538980-99999,538980,99999,ANYANG,CI,CH,,,36.05,114.4,64.0,44,2009,1957,14899
539030-99999,539030,99999,XI-JI,CI,CH,,,35.967,105.717,1935.0,27,1997,1962,4202
539150-99999,539150,99999,PINGLIANG,CI,CH,,,35.55,106.667,1348.0,46,2009,1956,16339
539230-99999,539230,99999,XIFENGZHEN,CI,CH,,,35.733,107.633,1423.0,46,2009,1956,16271
539290-99999,539290,99999,CHANG-WU,CI,CH,,,35.217,107.8,1219.0,19,1998,1980,3835
539420-99999,539420,99999,LUO-CHUAN,CI,CH,,,35.75,109.417,1000.0,29,1997,1957,3710
539450-99999,539450,99999,HUANG-LONG,CI,CH,,,35.583,109.933,0.0,3,1981,1979,12
539470-99999,539470,99999,TONGCHUAN,CI,CH,,,35.167,109.05,914.0,36,1999,1956,11961
539590-99999,539590,99999,YUNCHENG,CI,CH,,,35.05,111.05,365.0,46,2009,1956,16380
539750-99999,539750,99999,YANGCHENG,CI,CH,,,35.483,112.4,659.0,41,2009,1961,14164
539850-99999,539850,99999,SHEN-CHUANG,CI,CH,,,35.45,113.5,0.0,6,1983,1975,33
539860-99999,539860,99999,HSIN-HSIANG,CH,CI,,,35.25,113.95,,5,1961,1956,1300
540010-99999,540010,99999,TAI-LE-MIN-SU-MU,CI,CH,,,44.9,115.417,1143.0,2,1992,1990,5
540120-99999,540120,99999,XI UJIMQIN QI,CI,CH,,,44.583,117.6,997.0,46,2009,1956,16375
540160-99999,540160,99999,BOGUS CHINESE,CI,CH,,,44.5,118.667,0.0,2,1981,1980,9
540170-99999,540170,99999,BOGUS CHINESE,CI,CH,,,44.167,117.333,0.0,2,1981,1980,2
540260-99999,540260,99999,JARUD QI,CI,CH,,,44.567,120.9,266.0,46,2009,1956,16352
540270-99999,540270,99999,LINDONG,CI,CH,,,43.983,119.4,485.0,46,2009,1956,16356
540280-99999,540280,99999,BOGUS CHINESE,CI,CH,,,44.267,120.0,0.0,1,1980,1980,1
540410-99999,540410,99999,KAITONG/TONGYU,CI,CH,,,44.8,123.083,152.0,19,1991,1957,3020
540490-99999,540490,99999,CHANGLING,CI,CH,,,44.25,123.967,190.0,46,2009,1956,16326
540630-99999,540630,99999,WU-CHAI-CHAN,CI,CH,,,44.967,125.683,240.0,19,1991,1957,3036
540800-99999,540800,99999,SHA-HO-TZU,CH,CI,,,44.483,127.6,,3,1959,1957,371
540940-99999,540940,99999,MUDANJIANG,CI,CH,,,44.567,129.6,242.0,46,2009,1956,16363
540960-99999,540960,99999,SUIFENHE,CI,CH,,,44.383,131.15,498.0,46,2009,1956,16334
540970-99999,540970,99999,TUNG-CHING-CHENG,CH,CI,,,44.133,129.217,,3,1959,1957,371
541020-99999,541020,99999,XILIN HOT,CI,CH,,,43.95,116.117,1004.0,46,2009,1956,16371
541150-99999,541150,99999,LINXI,CI,CH,,,43.6,118.067,800.0,46,2009,1956,16330
541340-99999,541340,99999,KAILU,CI,CH,,,43.617,121.317,274.0,21,1993,1957,3067
541350-99999,541350,99999,TONGLIAO,CI,CH,,,43.6,122.267,180.0,46,2009,1956,16368
541420-99999,541420,99999,WO-HU-TUN,CI,CH,,,43.7,123.6,183.0,20,1993,1957,3038
541450-99999,541450,99999,SHUANG-LIAO,CI,CH,,,43.5,123.5,183.0,2,1981,1980,12
541570-99999,541570,99999,SIPING,CI,CH,,,43.183,124.333,167.0,46,2009,1956,16361
541610-99999,541610,99999,CHANGCHUN,CI,CH,,ZYCC,43.9,125.217,238.0,46,2009,1956,16372
541611-99999,541611,99999,HARBIN TAIPING,CI,CH,,ZYHB,46.017,126.583,139.0,6,2009,2004,1817
541720-99999,541720,99999,JILIN,CI,CH,,,43.85,126.55,188.0,21,1993,1957,3275
541810-99999,541810,99999,CHIAO-HO-CHIEH /CHIAOHO,CH,CI,,,43.717,127.317,274.9,6,1961,1956,1877
541860-99999,541860,99999,DUNHUA,CI,CH,,,43.367,128.199,525.0,44,2009,1957,14594
541920-99999,541920,99999,LUO-ZI-GOU,CI,CH,,,43.717,130.317,500.0,19,1988,1957,2304
541950-99999,541950,99999,WANG-CH'ING,CI,CH,,,43.317,129.75,244.0,3,1991,1989,467
542070-99999,542070,99999,NAN-JUAN-ZI,CI,CH,,,42.3,115.683,1524.0,2,1981,1980,3
542080-99999,542080,99999,DUOLUN,CI,CH,,,42.183,116.467,1247.0,46,2009,1956,16364
542130-99999,542130,99999,WUDAN/ONGNIUD QI,CI,CH,,,42.967,119.033,634.0,24,1991,1957,3895
542180-99999,542180,99999,CHIFENG,CI,CH,,,42.267,118.967,572.0,46,2009,1956,16339
542260-99999,542260,99999,BUGT,CI,CH,,,42.333,120.7,401.0,44,2009,1957,14574
542350-99999,542350,99999,HA-ERH-TAO,CI,CH,,,42.5,122.133,183.0,1,1980,1980,1
542360-99999,542360,99999,ZHANGWU,CI,CH,,,42.417,122.533,84.0,46,2009,1956,16326
542370-99999,542370,99999,FUXIN,CI,CH,,,42.0,121.633,182.0,27,2002,1957,4075
542590-99999,542590,99999,QINGYUAN,CI,CH,,,42.1,124.95,235.0,44,2009,1957,14608
542660-99999,542660,99999,MEI-HO-KOU /MAHOKOG,CH,CI,,,42.517,125.633,326.1,6,1961,1956,1875
542730-99999,542730,99999,HUADIAN,CI,CH,,,42.983,126.75,264.0,44,2009,1957,14484
542760-99999,542760,99999,JING-YU,CI,CH,,,42.383,126.817,0.0,3,1959,1957,347
542840-99999,542840,99999,FUSONG,CI,CH,,,42.333,127.283,610.0,17,1991,1961,2589
542850-99999,542850,99999,LUSHUIHE,CI,CH,,,42.517,127.8,853.0,5,1991,1958,408
542870-99999,542870,99999,SONGJIANGHE,CI,CH,,,42.167,127.5,975.0,15,1991,1961,1688
542920-99999,542920,99999,YANJI,CI,CH,,,42.867,129.5,178.0,46,2009,1956,16353
543080-99999,543080,99999,FENGNING,CI,CH,,,41.2,116.633,661.0,44,2009,1957,14623
543110-99999,543110,99999,WEICHANG,CI,CH,,,41.933,117.75,844.0,46,2009,1956,16164
543240-99999,543240,99999,CHAOYANG,CI,CH,,,41.55,120.45,176.0,45,2009,1957,16021
543260-99999,543260,99999,CHAOYANG AIRFIELD,CI,CH,,,41.533,120.417,152.0,22,1991,1957,3343
543350-99999,543350,99999,GOUBANGZI,CI,CH,,,41.383,121.8,25.0,32,2002,1957,4246
543360-99999,543360,99999,TAI-AN/SOUTHEAST,CI,CH,,,41.383,122.45,0.0,3,1981,1979,3
543370-99999,543370,99999,JINZHOU,CI,CH,,,41.133,121.117,70.0,46,2009,1956,16363
543380-99999,543380,99999,PAN-SHAN,CI,CH,,,41.183,122.05,0.0,1,1980,1980,1
543390-99999,543390,99999,ANSHAN,CI,CH,,,41.133,122.983,17.0,31,2002,1957,4410
543420-99999,543420,99999,SHENYANG,CI,CH,,ZYYY,41.733,123.517,43.0,46,2009,1956,16363
543424-99999,543424,99999,TAOXIAN,CI,CH,,ZYTX,41.633,123.483,60.0,18,2009,1992,6210
543460-99999,543460,99999,BENXI,CI,CH,,,41.317,123.783,185.0,24,2009,1957,7656
543510-99999,543510,99999,DA-HUO-FANG,CI,CH,,,41.883,124.083,273.0,18,2001,1961,2822
543630-99999,543630,99999,TONGHUA,CI,CH,,,41.717,125.917,312.0,21,1998,1957,3172
543650-99999,543650,99999,HUANREN,CI,CH,,,41.267,125.367,204.0,23,2002,1957,3273
543740-99999,543740,99999,LINJIANG,CI,CH,,,41.717,126.917,333.0,44,2009,1957,14781
543770-99999,543770,99999,JIAN,CI,CH,,,41.1,126.15,179.0,46,2009,1956,16354
543780-99999,543780,99999,CHING-ZHI,CI,CH,,,41.367,126.517,0.0,2,1981,1980,2
543860-99999,543860,99999,CHANGBAI,CI,CH,,,41.35,128.167,1018.0,44,2009,1957,14781
544010-99999,544010,99999,ZHANGJIAKOU,CI,CH,,,40.783,114.883,726.0,46,2009,1956,16376
544050-99999,544050,99999,HUAILAI,CI,CH,,,40.417,115.5,538.0,46,2009,1956,16361
544230-99999,544230,99999,CHENGDE,CI,CH,,,40.983,117.95,386.0,46,2009,1956,16376
